strategy,symbol,timeframe,n_trades,win_rate,total_return,cagr,sharpe,sortino,max_dd,profit_factor,avg_win,avg_loss,final_capital
RSI,XAUUSD,H4,25,40.0,-6.18,-12.01,-0.7491,-62.1491,-9.63,0.79,2.8862,1.5002,9382.13
EMA_Cross,GBPUSD,D1,6,33.33,-3.05,-6.02,-0.7597,-5.4011,-4.05,0.62,1.2182,0.98,9695.35
Parabolic_SAR,EURCHF,D1,17,47.06,-2.99,-5.92,-0.7642,-0.8442,-8.1,0.78,0.4869,0.4891,9700.71
Bollinger,USDCHF,H4,41,43.9,-7.89,-15.2,-0.7716,-24.3992,-16.5,0.83,0.5061,0.4703,9211.15
Bollinger,GBPCHF,H4,40,50.0,-6.91,-13.39,-0.7727,-0.9563,-11.89,0.82,0.3162,0.3396,9308.75
Stochastic,EURAUD,H4,58,46.55,-10.07,-19.18,-0.7982,-2.2848,-19.99,0.84,0.4192,0.4465,8993.37
MACD,GBPUSD,H4,64,37.5,-10.32,-19.63,-0.8185,-1.0745,-18.82,0.84,0.4834,0.3297,8968.3
MACD,USDJPY,D1,13,30.77,-4.57,-8.96,-0.8201,-1.3472,-9.56,0.69,1.2455,0.8434,9542.84
Parabolic_SAR,GBPAUD,H4,66,37.88,-10.47,-19.9,-0.8204,-1.3265,-18.02,0.82,0.4418,0.325,8953.41
Swing_SR,GBPAUD,H1,57,63.16,-7.37,-14.24,-0.823,-1.0731,-11.38,0.83,0.1871,0.3271,9263.04
RSI,USDCHF,H4,25,40.0,-6.98,-13.52,-0.8266,-77.2965,-14.4,0.77,0.5749,0.462,9301.51
Stochastic,AUDUSD,H1,224,47.77,-21.97,-39.21,-0.8468,-1.2339,-34.62,0.88,0.2975,0.2907,7803.35
EMA_Cross,XRPUSD,H4,43,41.86,-8.45,-16.16,-0.8565,-1.0321,-22.85,0.82,3.1212,2.6769,9155.01
Stochastic,GBPAUD,D1,12,41.67,-4.33,-8.5,-0.8611,-94.8951,-7.98,0.69,1.0347,1.0475,9567.03
Stochastic,XAUUSD,H4,62,43.55,-11.2,-21.2,-0.8736,-2.0726,-19.97,0.82,2.3888,1.7465,8880.4
Stochastic,ETHUSD,H4,77,44.16,-14.52,-26.88,-0.8783,-2.9117,-23.88,0.83,3.788,3.0178,8548.1
Parabolic_SAR,NZDUSD,D1,14,42.86,-4.66,-9.13,-0.8793,-1.7731,-7.54,0.68,1.2446,1.3152,9534.37
EMA_Cross,BTCUSD,H4,49,38.78,-13.3,-24.78,-0.8945,-0.846,-23.12,0.71,1.9784,1.9868,8670.16
Stochastic,XRPUSD,D1,10,40.0,-2.81,-5.53,-0.941,-0.5625,-7.11,0.72,6.5846,6.2841,9718.98
EMA_Cross,EURAUD,H4,34,38.24,-9.23,-17.66,-0.9443,-1.2463,-11.21,0.73,0.4444,0.3518,9077.25
Bollinger,USDCHF,H1,177,48.02,-21.2,-38.01,-0.9449,-1.5425,-28.69,0.87,0.2234,0.228,7880.04
RSI,LTCUSD,D1,4,25.0,-3.58,-7.02,-0.9576,-20.2019,-4.01,0.41,9.0695,8.8988,9642.1
Swing_SR,GBPAUD,H4,8,50.0,-3.48,-6.86,-0.9616,-14.145,-5.12,0.59,0.4133,0.5571,9651.92
RSI,LTCUSD,H4,29,41.38,-8.16,-15.63,-0.9846,-22.1876,-13.34,0.76,3.7434,2.948,9183.52
MACD,EURJPY,H4,52,40.38,-12.84,-24.11,-0.9981,-1.1487,-24.14,0.75,0.368,0.321,8715.54
EMA_Cross,AUDJPY,H4,38,36.84,-9.57,-18.28,-1.0163,-1.2358,-13.37,0.76,0.6107,0.4629,9043.16
EMA_Cross,LTCUSD,D1,8,25.0,-4.72,-9.2,-1.0175,-0.863,-9.3,0.49,6.3847,4.6151,9528.09
Parabolic_SAR,USDJPY,D1,15,33.33,-6.38,-12.39,-1.0184,-2.8775,-10.78,0.63,1.0148,0.8862,9362.05
Parabolic_SAR,USDCHF,H4,81,39.51,-16.72,-30.73,-1.042,-1.5792,-20.48,0.78,0.4786,0.3709,8328.08
MACD,GBPCHF,H4,66,39.39,-13.53,-25.31,-1.0552,-1.4086,-22.86,0.76,0.3191,0.2822,8646.87
Bollinger,XAUUSD,H4,41,36.59,-12.85,-24.11,-1.0637,-1.9573,-15.85,0.73,3.0852,1.68,8715.38
MACD,XAGUSD,H1,222,38.74,-23.18,-41.26,-1.0669,-1.9008,-29.58,0.86,2.0998,1.427,7682.28
RSI,GBPCHF,H4,21,42.86,-7.36,-14.23,-1.0772,-1.5388,-12.75,0.7,0.3928,0.4076,9263.68
Stochastic,GBPJPY,H4,65,49.23,-13.12,-24.59,-1.1021,-2.7297,-21.17,0.8,0.3752,0.4817,8688.18
Bollinger,LTCUSD,D1,8,50.0,-4.48,-8.74,-1.1099,-20.8731,-4.48,0.44,2.7778,7.2476,9552.05
Bollinger,BTCUSD,H4,65,44.62,-16.45,-30.15,-1.1227,-1.7993,-22.21,0.76,2.2418,2.3063,8354.69
EMA_Cross,ETHUSD,H1,169,43.2,-25.0,-43.68,-1.1336,-1.5169,-35.79,0.84,1.4161,1.3542,7500.36
Parabolic_SAR,USDCAD,H4,73,39.73,-15.17,-28.12,-1.1429,-1.5751,-20.59,0.78,0.283,0.2171,8483.2
RSI,AUDUSD,H1,83,43.37,-17.18,-31.49,-1.153,-2.2175,-26.88,0.8,0.352,0.314,8282.18
RSI,AUDJPY,H4,18,38.89,-7.39,-14.29,-1.1661,-56.409,-10.06,0.67,0.6304,0.5939,9260.64
RSI,XAUUSD,H1,92,42.39,-17.98,-32.97,-1.167,-1.6425,-25.95,0.81,1.3335,1.0004,8201.99
Bollinger,AUDUSD,H4,46,45.65,-11.11,-21.04,-1.1827,-2.6635,-16.48,0.76,0.6181,0.5853,8889.36
Stochastic,USDJPY,D1,8,25.0,-5.6,-10.91,-1.1934,-63.8994,-9.78,0.48,1.6202,0.7671,9440.39
Parabolic_SAR,GBPCHF,D1,16,37.5,-6.26,-12.17,-1.1937,-1.5296,-8.81,0.62,0.7286,0.7137,9373.64
Parabolic_SAR,LTCUSD,H4,88,39.77,-17.41,-31.74,-1.1971,-1.5267,-19.09,0.79,2.7147,2.2962,8258.67
RSI,ETHUSD,H4,29,37.93,-11.97,-22.47,-1.1974,-1.7417,-15.61,0.66,3.634,3.3315,8802.64
Parabolic_SAR,EURUSD,D1,12,33.33,-6.04,-11.76,-1.2157,-3.7594,-10.58,0.56,0.8275,0.8316,9395.82
Stochastic,LTCUSD,H1,288,51.04,-35.08,-57.78,-1.2185,-1.9482,-53.82,0.87,1.3526,1.4401,6492.14
EMA_Cross,AUDUSD,H1,138,40.58,-18.67,-33.95,-1.2467,-1.6645,-35.77,0.86,0.3095,0.2698,8132.91
MACD,GBPCHF,D1,11,27.27,-5.82,-11.33,-1.2576,-1.3707,-8.02,0.54,1.0696,0.6328,9418.39
Bollinger,EURGBP,H4,41,48.78,-11.08,-21.0,-1.2716,-1.54,-11.78,0.71,0.1875,0.2399,8891.51
Swing_SR,EURGBP,H4,15,53.33,-5.42,-10.58,-1.2746,-0.8741,-6.32,0.57,0.2203,0.454,9458.21
Bollinger,EURCHF,D1,7,42.86,-3.21,-6.34,-1.277,-0.5633,-6.1,0.5,0.4727,0.6579,9678.82
Swing_SR,EURUSD,H1,57,56.14,-11.27,-21.33,-1.2862,-2.0318,-14.81,0.75,0.1874,0.313,8873.31
Swing_SR,EURAUD,H1,49,63.27,-9.4,-17.97,-1.2926,-2.8798,-14.4,0.75,0.1702,0.3899,9060.05
Bollinger,EURJPY,H4,49,46.94,-13.57,-25.37,-1.2984,-3.5535,-17.23,0.72,0.3138,0.3772,8643.47
EMA_Cross,GBPCHF,H4,35,37.14,-11.54,-21.81,-1.3194,-2.4673,-16.37,0.68,0.3722,0.3239,8846.06
Swing_SR,NZDJPY,H1,63,58.73,-12.23,-23.03,-1.3318,-2.1417,-16.05,0.76,0.2722,0.4394,8777.05
Swing_SR,BTCUSD,H4,22,45.45,-9.2,-17.51,-1.3457,-39.5221,-14.68,0.59,2.6508,3.8189,9080.36
Parabolic_SAR,ETHUSD,H4,86,38.37,-21.18,-37.82,-1.3499,-2.1221,-25.82,0.74,3.1385,2.7831,7881.61
Parabolic_SAR,AUDJPY,H4,71,40.85,-15.57,-28.8,-1.3672,-2.5486,-27.73,0.79,0.5762,0.488,8443.0
MACD,USDCAD,H4,64,42.19,-13.64,-25.49,-1.3719,-2.6281,-21.86,0.8,0.3036,0.2387,8636.33
Parabolic_SAR,GBPUSD,D1,12,25.0,-5.98,-11.64,-1.3802,-0.9056,-9.75,0.49,1.0453,0.7568,9402.23
Stochastic,EURAUD,D1,11,36.36,-6.7,-12.99,-1.3891,-87.7874,-9.84,0.51,1.1018,1.1284,9330.4
Swing_SR,GBPCHF,D1,1,0.0,-2.05,-4.08,-1.3923,0.0,-2.05,0.0,0.0,1.1634,9794.64
Swing_SR,USDCAD,D1,1,0.0,-2.04,-4.05,-1.3923,0.0,-2.04,0.0,0.0,0.7712,9796.0
Swing_SR,USDCHF,D1,1,0.0,-2.01,-4.0,-1.3923,0.0,-2.01,0.0,0.0,2.2428,9798.62
Swing_SR,USDJPY,D1,1,0.0,-2.03,-4.03,-1.3923,0.0,-2.03,0.0,0.0,1.1582,9797.35
Stochastic,GBPCHF,H4,53,45.28,-14.51,-26.99,-1.4101,-2.0499,-16.26,0.74,0.3293,0.3568,8549.35
EMA_Cross,LTCUSD,H4,56,37.5,-17.0,-31.05,-1.4136,-1.4124,-26.26,0.7,2.6549,2.1541,8300.31
RSI,EURAUD,H4,23,39.13,-10.46,-19.89,-1.4172,-38.2039,-12.62,0.63,0.4647,0.4719,8953.77
EMA_Cross,GBPAUD,H4,34,38.24,-12.34,-23.23,-1.4212,-1.9052,-18.0,0.67,0.4421,0.3774,8766.03
RSI,XAGUSD,H4,28,35.71,-11.12,-21.07,-1.4388,-151.0673,-13.37,0.67,4.7076,4.3805,8888.09
RSI,EURUSD,H4,20,35.0,-10.28,-19.57,-1.4645,-66.4443,-12.57,0.59,0.4772,0.3634,8971.62
EMA_Cross,EURJPY,H4,42,35.71,-17.72,-32.38,-1.4706,-1.7099,-29.6,0.64,0.4089,0.3026,8228.35
RSI,USDJPY,H4,31,38.71,-13.34,-24.98,-1.4826,-3.4337,-15.34,0.64,0.4382,0.4238,8665.71
Stochastic,BTCUSD,D1,15,33.33,-8.71,-16.64,-1.5032,-64.2451,-12.48,0.55,6.8402,5.2281,9128.58
Stochastic,USDJPY,H4,61,40.98,-18.54,-33.74,-1.5217,-3.0489,-24.61,0.71,0.4005,0.4061,8146.06
Bollinger,EURUSD,D1,6,33.33,-4.41,-8.65,-1.5572,-143.2078,-5.98,0.45,0.9576,0.9406,9559.04
RSI,ETHUSD,H1,118,44.92,-28.52,-48.83,-1.5721,-1.774,-39.05,0.74,1.8862,1.8603,7148.37
EMA_Cross,NZDUSD,H4,42,35.71,-16.22,-29.89,-1.5747,-2.6815,-20.09,0.66,0.6902,0.5713,8378.26
Stochastic,CADJPY,H4,55,41.82,-18.32,-33.37,-1.5878,-4.0824,-25.57,0.69,0.3874,0.4432,8168.42
Bollinger,EURCHF,H4,44,47.73,-14.17,-26.4,-1.6055,-2.3852,-15.5,0.67,0.2199,0.2849,8583.4
Parabolic_SAR,ETHUSD,D1,14,21.43,-9.63,-18.29,-1.6089,-1.7106,-9.56,0.42,7.296,6.0981,9037.47
EMA_Cross,XAUUSD,H1,130,39.23,-21.61,-38.81,-1.6102,-2.4149,-35.54,0.82,0.9698,0.7144,7839.49
EMA_Cross,NZDUSD,H1,130,41.54,-25.87,-45.16,-1.6307,-1.9633,-29.56,0.78,0.3138,0.2837,7413.18
Swing_SR,USDCHF,H4,8,37.5,-5.99,-11.66,-1.6311,-54.4215,-5.99,0.4,0.4953,0.7527,9400.79
RSI,XAGUSD,H1,89,40.45,-20.3,-36.74,-1.6318,-2.7071,-24.64,0.79,2.9825,2.2808,7970.08
RSI,NZDJPY,D1,5,20.0,-5.65,-11.02,-1.6428,-45.9467,-7.99,0.29,1.9506,1.1126,9434.93
RSI,LTCUSD,H1,97,42.27,-30.07,-51.03,-1.652,-1.798,-34.55,0.68,1.6126,1.5539,6992.75
Stochastic,GBPAUD,H4,58,43.1,-18.15,-33.1,-1.6736,-3.2419,-22.41,0.71,0.4057,0.4505,8185.1
Parabolic_SAR,CADJPY,H4,63,38.1,-18.96,-34.43,-1.6752,-2.172,-24.2,0.71,0.3875,0.3501,8103.64
MACD,CADJPY,H4,62,38.71,-20.42,-36.77,-1.6768,-2.2793,-29.1,0.69,0.3935,0.3525,7958.02
EMA_Cross,CADJPY,D1,9,33.33,-5.95,-11.59,-1.6817,-80.6358,-9.88,0.49,1.1926,1.0892,9404.71
RSI,EURCHF,D1,5,20.0,-5.86,-11.41,-1.707,-63.2513,-8.1,0.28,1.0654,0.7072,9414.19
MACD,USDCHF,H1,234,40.6,-37.52,-61.09,-1.7116,-2.5931,-43.11,0.8,0.2352,0.1897,6247.87
Parabolic_SAR,AUDUSD,D1,14,28.57,-8.47,-16.27,-1.7379,-1.8365,-11.47,0.47,1.3361,1.2059,9153.16
Stochastic,XAGUSD,H1,213,43.66,-38.98,-63.09,-1.7532,-2.9676,-44.46,0.78,2.1499,2.1814,6102.4
EMA_Cross,NZDJPY,D1,14,21.43,-8.34,-16.03,-1.7539,-1.7174,-10.59,0.46,1.5473,0.9258,9166.49
Bollinger,NZDJPY,H4,34,41.18,-13.86,-25.87,-1.7591,-1.9031,-14.9,0.63,0.5275,0.5041,8614.49
Parabolic_SAR,XAUUSD,H1,233,40.77,-32.01,-54.09,-1.7671,-2.8944,-42.22,0.84,0.9513,0.7143,6799.39
EMA_Cross,ETHUSD,H4,50,34.0,-22.09,-39.23,-1.7843,-2.4106,-25.58,0.6,3.0513,2.6874,7791.44
Swing_SR,EURCHF,H4,20,50.0,-9.89,-18.87,-1.8045,-31.0692,-9.89,0.51,0.2782,0.5598,9010.6
Swing_SR,GBPCHF,H1,73,57.53,-17.55,-32.11,-1.8354,-2.4379,-18.34,0.67,0.1578,0.2971,8245.16
MACD,EURAUD,H4,63,34.92,-17.46,-31.97,-1.8423,-3.5045,-22.74,0.7,0.4228,0.322,8253.75
Parabolic_SAR,LTCUSD,D1,16,31.25,-10.43,-19.73,-1.8847,-2.1728,-14.1,0.45,5.265,6.2606,8957.21
Parabolic_SAR,GBPJPY,H4,67,40.3,-20.69,-37.2,-1.9201,-3.4818,-25.96,0.69,0.3718,0.3784,7931.23
MACD,AUDUSD,H1,232,39.66,-31.79,-53.6,-1.9558,-2.9021,-35.85,0.83,0.2952,0.2383,6820.77
Bollinger,ETHUSD,H4,63,39.68,-25.75,-44.8,-1.9739,-3.1021,-25.71,0.61,3.3618,2.8888,7424.92
EMA_Cross,EURGBP,H4,32,37.5,-16.63,-30.58,-1.9791,-2.5279,-18.26,0.55,0.241,0.2418,8337.08
MACD,USDCHF,H4,60,35.0,-19.53,-35.34,-1.9941,-4.3888,-24.34,0.67,0.4673,0.3724,8047.32
Swing_SR,LTCUSD,H4,18,38.89,-12.63,-23.63,-2.0071,-50.4974,-15.46,0.42,3.0057,4.4336,8736.85
MACD,CADJPY,D1,15,20.0,-10.11,-19.26,-2.0073,-1.8291,-10.21,0.4,1.2039,0.7359,8988.6
EMA_Cross,XAGUSD,H1,134,35.07,-33.15,-55.64,-2.015,-2.6611,-41.65,0.73,2.3944,1.7688,6684.65
Bollinger,AUDUSD,H1,178,45.51,-34.5,-57.22,-2.0254,-3.5083,-43.96,0.76,0.2949,0.2976,6549.97
RSI,AUDJPY,D1,6,16.67,-7.51,-14.5,-2.0474,-114.5575,-9.81,0.23,2.2751,1.4361,9249.12
Stochastic,AUDJPY,H4,59,37.29,-22.69,-40.33,-2.0595,-4.6639,-30.82,0.67,0.6596,0.5589,7731.23
Bollinger,CADJPY,H4,36,38.89,-17.61,-32.21,-2.0764,-5.3039,-22.76,0.55,0.3496,0.4068,8238.7
Bollinger,NZDUSD,H4,32,31.25,-19.71,-35.63,-2.1732,-3.8424,-19.81,0.52,0.7472,0.5864,8029.18
MACD,EURCHF,H4,62,38.71,-23.21,-41.13,-2.2135,-3.8361,-35.82,0.59,0.2428,0.2845,7679.38
RSI,EURAUD,H1,74,45.95,-26.92,-46.7,-2.2145,-3.0737,-28.05,0.65,0.2107,0.2572,7308.28
RSI,NZDJPY,H1,70,41.43,-28.05,-48.34,-2.2704,-2.217,-30.02,0.63,0.2908,0.3057,7195.32
RSI,USDCHF,H1,71,39.44,-25.35,-44.39,-2.2793,-3.8882,-26.84,0.68,0.2792,0.2491,7464.86
Stochastic,EURGBP,H4,47,42.55,-22.09,-39.41,-2.3205,-60.6834,-22.86,0.59,0.2195,0.2781,7790.76
RSI,EURUSD,H1,81,43.21,-26.76,-46.47,-2.3437,-3.5905,-28.31,0.69,0.2113,0.206,7324.41
MACD,EURUSD,H1,225,40.0,-42.14,-66.65,-2.3703,-3.238,-52.16,0.74,0.1666,0.1597,5785.58
MACD,XRPUSD,H1,300,40.0,-55.83,-80.42,-2.4286,-3.4228,-56.62,0.74,1.5262,1.3106,4417.42
Bollinger,XAGUSD,H4,40,32.5,-22.73,-40.4,-2.442,-4.0104,-22.25,0.53,5.0544,3.573,7727.26
EMA_Cross,USDJPY,H1,120,39.17,-38.0,-61.69,-2.463,-3.2711,-38.0,0.67,0.2125,0.194,6199.73
Swing_SR,XAGUSD,H4,12,25.0,-10.01,-19.07,-2.4876,-1.5604,-11.89,0.28,4.716,4.7159,8999.24
Swing_SR,USDJPY,H1,49,51.02,-18.36,-33.45,-2.4935,-2.7403,-21.4,0.58,0.2115,0.3165,8163.79
EMA_Cross,XRPUSD,H1,184,38.59,-47.63,-72.5,-2.5,-2.9629,-50.62,0.68,1.4343,1.2946,5237.5
Bollinger,XAUUSD,H1,152,40.13,-40.86,-65.36,-2.5114,-4.5878,-45.47,0.7,1.1762,0.9896,5913.63
RSI,XRPUSD,H1,114,39.47,-44.14,-68.73,-2.515,-2.7786,-44.63,0.6,1.9189,1.637,5585.57
RSI,NZDUSD,H1,80,41.25,-30.0,-51.11,-2.5483,-3.4475,-31.28,0.67,0.3315,0.324,7000.47
Parabolic_SAR,EURCHF,H4,73,38.36,-27.36,-47.35,-2.5657,-3.4307,-29.91,0.59,0.2499,0.2584,7263.98
Swing_SR,CADJPY,H1,60,55.0,-19.71,-35.63,-2.5966,-3.9688,-20.8,0.59,0.1494,0.3355,8029.26
Bollinger,XAGUSD,H1,165,42.42,-42.63,-67.41,-2.599,-4.1674,-49.68,0.68,2.1728,1.9632,5736.96
Swing_SR,GBPCHF,H4,18,38.89,-13.26,-24.84,-2.6175,-3.658,-13.26,0.39,0.3037,0.6728,8673.97
Stochastic,EURCHF,D1,10,30.0,-10.23,-19.48,-2.622,-168.9479,-10.99,0.26,0.4397,0.7706,8976.76
Parabolic_SAR,GBPUSD,H4,72,31.94,-31.11,-52.67,-2.6541,-3.9143,-32.67,0.56,0.4513,0.359,6888.6
MACD,GBPAUD,H4,62,32.26,-24.85,-43.63,-2.665,-4.2784,-26.38,0.58,0.4332,0.3627,7515.19
Parabolic_SAR,AUDUSD,H1,276,38.77,-48.65,-73.75,-2.6774,-3.9787,-53.81,0.72,0.3001,0.2465,5135.26
RSI,USDCAD,H4,27,29.63,-19.99,-36.07,-2.6987,-166.1687,-21.77,0.44,0.3454,0.2885,8001.44
EMA_Cross,GBPJPY,H4,45,33.33,-25.14,-44.07,-2.7384,-4.1466,-28.49,0.49,0.4163,0.4339,7485.91
EMA_Cross,EURGBP,D1,11,18.18,-12.98,-24.35,-2.7821,-7.1965,-14.93,0.23,0.6008,0.5943,8701.62
EMA_Cross,AUDUSD,H4,43,25.58,-25.22,-44.19,-2.8266,-5.8118,-27.13,0.47,0.7324,0.5132,7478.18
Swing_SR,ETHUSD,H1,72,48.61,-30.49,-51.61,-2.8601,-5.9743,-32.15,0.55,1.4744,2.8521,6950.85
Stochastic,EURAUD,H1,226,50.44,-48.93,-74.04,-2.8644,-4.2933,-49.55,0.74,0.1811,0.2462,5107.06
Stochastic,GBPCHF,D1,11,18.18,-12.65,-23.78,-2.8987,-159.2661,-12.5,0.19,0.6896,0.8665,8734.63
MACD,EURGBP,H4,56,33.93,-26.2,-45.64,-2.9026,-3.7307,-29.92,0.51,0.2244,0.2198,7380.45
RSI,AUDJPY,H1,84,41.67,-34.37,-57.06,-2.9273,-3.3809,-34.99,0.62,0.3051,0.3143,6562.72
EMA_Cross,AUDJPY,H1,143,40.56,-40.37,-64.57,-2.95,-3.2518,-49.13,0.7,0.2827,0.2814,5962.95
Bollinger,GBPAUD,H4,42,42.86,-24.48,-43.07,-2.9623,-5.2274,-26.72,0.45,0.2776,0.4276,7552.26
Swing_SR,LTCUSD,H1,86,48.84,-33.73,-56.01,-2.9838,-4.1348,-33.93,0.5,1.2174,2.1686,6626.59
Bollinger,GBPUSD,H1,175,46.29,-47.32,-72.37,-2.9854,-5.4729,-51.89,0.66,0.1851,0.2278,5268.27
RSI,CADJPY,H1,70,44.29,-28.85,-49.5,-2.9889,-3.9156,-31.03,0.59,0.2028,0.2703,7114.69
Bollinger,LTCUSD,H1,227,45.37,-58.25,-82.51,-2.9902,-4.6363,-60.22,0.66,1.24,1.4754,4175.03
Swing_SR,AUDJPY,H4,11,18.18,-11.83,-22.33,-3.017,-2.4576,-12.87,0.16,0.4504,1.0004,8816.76
Swing_SR,AUDJPY,H1,62,48.39,-25.89,-45.19,-3.0559,-4.3127,-26.43,0.51,0.289,0.467,7411.21
RSI,USDJPY,H1,70,35.71,-33.65,-56.1,-3.0647,-3.6509,-34.69,0.57,0.2457,0.2322,6635.06
MACD,GBPJPY,D1,15,13.33,-14.34,-26.7,-3.0765,-2.9126,-14.04,0.23,0.932,0.7185,8566.33
Bollinger,EURUSD,H1,182,43.96,-47.69,-72.76,-3.12,-4.487,-55.46,0.67,0.1783,0.1858,5230.98
Stochastic,XAUUSD,H1,214,41.12,-54.21,-79.32,-3.1567,-5.429,-60.9,0.68,0.959,0.9387,4579.27
MACD,NZDJPY,D1,14,14.29,-14.97,-27.79,-3.1737,-4.6927,-17.07,0.23,1.3914,1.1848,8502.53
Swing_SR,BTCUSD,H1,68,48.53,-31.6,-53.14,-3.1864,-4.3298,-32.33,0.49,1.0436,1.9906,6840.26
Stochastic,LTCUSD,D1,9,11.11,-11.78,-22.13,-3.2072,-1.9676,-13.64,0.14,7.9922,5.9247,8822.1
RSI,GBPAUD,H4,27,25.93,-22.88,-40.63,-3.2466,-6.2469,-22.81,0.37,0.5259,0.4216,7712.27
Stochastic,USDCAD,H4,67,35.82,-34.3,-56.97,-3.2494,-12.2724,-38.6,0.52,0.2871,0.2953,6569.55
Bollinger,NZDUSD,H1,178,43.82,-51.48,-76.58,-3.2677,-6.3338,-52.96,0.65,0.2718,0.2978,4851.54
EMA_Cross,GBPJPY,D1,11,9.09,-13.84,-25.83,-3.2992,-4.6681,-13.54,0.13,1.1581,0.8871,8616.42
Swing_SR,EURAUD,H4,9,11.11,-13.26,-24.83,-3.3476,-85.7034,-13.71,0.09,0.418,0.702,8674.02
EMA_Cross,USDCAD,H1,127,38.58,-44.64,-69.48,-3.3554,-3.578,-46.55,0.62,0.1337,0.145,5535.55
RSI,GBPAUD,H1,76,40.79,-38.44,-62.23,-3.3707,-3.5456,-39.88,0.54,0.2192,0.2582,6155.64
Parabolic_SAR,EURUSD,H1,258,39.92,-58.54,-82.92,-3.3772,-5.1477,-63.41,0.65,0.1674,0.1679,4145.8
Parabolic_SAR,XRPUSD,H1,327,40.37,-67.76,-89.56,-3.4633,-4.5432,-68.34,0.7,1.4642,1.3552,3223.81
MACD,EURJPY,D1,17,11.76,-17.01,-31.21,-3.4909,-3.9106,-16.54,0.2,1.0456,0.6873,8299.03
MACD,GBPUSD,H1,226,38.94,-54.39,-79.31,-3.5136,-4.4833,-56.57,0.69,0.1987,0.1846,4561.01
Parabolic_SAR,ETHUSD,H1,309,41.1,-66.21,-88.53,-3.5218,-4.5148,-69.21,0.66,1.5334,1.4281,3378.58
Stochastic,GBPUSD,H1,214,44.86,-54.06,-79.01,-3.5268,-4.6816,-55.01,0.67,0.2045,0.2365,4593.63
Bollinger,USDCAD,H4,43,34.88,-29.92,-51.01,-3.6553,-178.0334,-32.32,0.4,0.226,0.2988,7007.92
RSI,EURCHF,H1,50,42.0,-30.08,-51.23,-3.7015,-3.5909,-30.56,0.47,0.1335,0.1898,6991.93
Stochastic,EURUSD,H1,235,45.11,-57.89,-82.37,-3.7063,-5.426,-57.89,0.69,0.1774,0.1987,4211.07
Stochastic,ETHUSD,H1,261,42.15,-68.66,-90.13,-3.7168,-5.4768,-69.69,0.61,1.5231,1.6916,3133.84
EMA_Cross,EURUSD,H1,143,37.06,-47.17,-72.21,-3.7423,-5.4356,-51.7,0.61,0.1784,0.1736,5282.91
Bollinger,USDCAD,D1,7,0.0,-13.47,-25.21,-3.7724,-271.2119,-13.47,0.0,0.0,0.6748,8652.55
RSI,GBPCHF,H1,59,38.98,-34.88,-57.72,-3.7756,-6.0827,-38.05,0.49,0.2008,0.2362,6512.05
Bollinger,EURAUD,H1,167,45.51,-54.24,-79.17,-3.8093,-6.1979,-54.48,0.61,0.1861,0.2276,4575.91
EMA_Cross,GBPJPY,H1,113,44.25,-45.5,-70.42,-3.8144,-5.214,-47.57,0.54,0.1674,0.2474,5449.72
Parabolic_SAR,USDCHF,H1,285,36.49,-59.63,-83.8,-3.823,-5.3639,-65.82,0.7,0.2259,0.1783,4036.88
RSI,EURJPY,H1,73,42.47,-38.47,-62.26,-3.8551,-4.3099,-40.3,0.52,0.1816,0.2364,6153.36
EMA_Cross,BTCUSD,H1,192,36.46,-64.54,-87.37,-3.8909,-3.9365,-65.91,0.51,1.1231,1.0665,3546.29
Swing_SR,EURGBP,H1,58,51.72,-27.95,-48.2,-3.8994,-5.2236,-29.08,0.37,0.0801,0.2067,7205.43
Bollinger,NZDJPY,H1,151,46.36,-51.62,-76.71,-3.9762,-6.9905,-52.72,0.58,0.2125,0.2831,4838.06
EMA_Cross,EURJPY,D1,15,13.33,-17.64,-32.26,-4.0633,-4.0128,-18.05,0.12,0.7083,0.8021,8235.91
Stochastic,AUDJPY,H1,238,43.7,-62.9,-86.33,-4.0803,-6.2024,-66.94,0.63,0.2759,0.3088,3709.64
Parabolic_SAR,EURGBP,H4,73,31.51,-42.38,-66.93,-4.1032,-4.7139,-47.4,0.43,0.2324,0.2365,5761.83
EMA_Cross,CADJPY,H1,141,39.72,-51.57,-76.67,-4.1158,-4.6994,-52.3,0.57,0.1739,0.2016,4842.63
Parabolic_SAR,GBPJPY,D1,14,7.14,-19.17,-34.76,-4.116,-6.2933,-18.89,0.09,1.1581,0.8613,8083.04
Stochastic,XRPUSD,H1,305,42.62,-73.86,-93.13,-4.2276,-6.2726,-74.39,0.61,1.4767,1.6325,2614.44
Bollinger,XRPUSD,H1,228,42.98,-68.39,-89.96,-4.2353,-6.6987,-68.39,0.58,1.3169,1.65,3160.8
Bollinger,USDJPY,H1,163,42.94,-52.7,-77.74,-4.2655,-5.9791,-56.06,0.65,0.1672,0.1925,4730.02
Stochastic,NZDJPY,H1,229,44.54,-62.61,-86.12,-4.2688,-6.1252,-64.87,0.62,0.2541,0.2959,3738.53
Bollinger,AUDJPY,H1,156,40.38,-59.22,-83.47,-4.3145,-6.8775,-60.1,0.5,0.2564,0.2929,4078.18
Parabolic_SAR,EURJPY,D1,14,7.14,-20.39,-36.71,-4.327,-6.0826,-20.39,0.09,0.9057,0.834,7961.42
EMA_Cross,EURJPY,H1,136,40.44,-55.63,-80.42,-4.3325,-5.6163,-56.89,0.49,0.1421,0.2027,4437.37
