strategy,symbol,timeframe,n_trades,win_rate,total_return,cagr,sharpe,sortino,max_dd,profit_factor,avg_win,avg_loss,final_capital
Parabolic_SAR,NZDJPY,D1,14,42.86,1.79,3.63,0.6758,0.4472,-2.92,1.3,1.3051,0.7449,10179.29
Swing_SR,USDJPY,H4,12,58.33,1.0,2.02,0.6632,0.8856,-1.67,1.32,0.5843,0.614,10100.27
MACD,BTCUSD,H4,76,50.0,9.03,18.83,0.6585,0.7763,-14.45,1.11,2.4345,2.1455,10902.75
MACD,EURGBP,D1,13,46.15,0.98,1.97,0.6482,0.804,-1.71,1.31,0.6947,0.4535,10097.62
EMA_Cross,XAUUSD,H4,25,48.0,3.16,6.44,0.6346,0.6751,-11.32,1.15,2.0762,1.6355,10316.1
MACD,AUDJPY,H4,60,43.33,1.95,3.95,0.6334,1.0278,-4.1,1.13,0.6451,0.4337,10194.81
Swing_SR,EURCHF,H1,64,70.31,0.61,1.22,0.6193,0.653,-1.12,1.13,0.1133,0.2361,10060.5
Swing_SR,EURGBP,D1,4,75.0,0.65,1.3,0.6174,0.0,-1.02,1.62,0.5591,1.0225,10064.61
EMA_Cross,AUDUSD,D1,8,37.5,1.45,2.93,0.6172,1.1708,-1.51,1.41,1.6707,0.7029,10145.18
Parabolic_SAR,EURAUD,D1,12,50.0,1.57,3.18,0.6164,0.5744,-3.19,1.35,1.0024,0.7322,10157.06
Parabolic_SAR,AUDJPY,D1,11,45.45,1.57,3.18,0.6132,0.573,-3.64,1.25,1.5747,1.0337,10157.07
Parabolic_SAR,EURUSD,H4,68,41.18,0.87,1.76,0.6087,0.9768,-4.02,1.08,0.4262,0.2755,10087.14
MACD,EURAUD,D1,10,50.0,1.45,2.93,0.5935,0.354,-3.03,1.37,1.0724,0.7732,10145.13
MACD,XRPUSD,D1,11,63.64,14.42,30.84,0.5871,0.2106,-17.9,1.58,5.8699,6.2658,11441.6
Stochastic,USDCHF,D1,7,57.14,2.2,4.46,0.5559,1.2601,-2.56,1.6,1.4682,1.2107,10219.64
Parabolic_SAR,GBPCHF,H4,67,47.76,1.06,2.15,0.5308,0.8363,-1.53,1.11,0.3481,0.2869,10106.44
Stochastic,XAGUSD,H4,57,43.86,6.25,12.94,0.5228,0.831,-26.9,1.05,5.5295,3.8856,10625.24
Bollinger,XRPUSD,D1,8,62.5,7.01,14.47,0.519,0.3247,-10.44,1.31,6.0245,7.1457,10700.67
MACD,XAUUSD,H4,71,38.03,3.29,6.7,0.5114,1.0728,-14.91,1.06,2.0438,1.1575,10328.55
Swing_SR,EURUSD,H4,15,66.67,0.75,1.5,0.5046,0.369,-1.78,1.23,0.4039,0.6549,10074.62
Bollinger,AUDJPY,D1,5,60.0,1.41,2.85,0.4979,0.5521,-1.62,1.49,1.4336,1.4194,10140.89
Bollinger,GBPUSD,D1,5,60.0,0.85,1.72,0.4973,3.3391,-1.14,1.38,1.0377,1.1166,10085.32
Bollinger,AUDUSD,D1,8,50.0,1.57,3.18,0.4912,0.1801,-1.38,1.57,1.0858,0.6827,10157.36
Bollinger,GBPUSD,H4,41,51.22,1.11,2.24,0.4808,0.8115,-2.24,1.13,0.4564,0.4219,10110.78
Swing_SR,EURJPY,H4,19,63.16,0.77,1.56,0.4703,0.5098,-1.56,1.18,0.4262,0.6164,10077.43
RSI,EURGBP,H4,22,54.55,0.29,0.58,0.461,1.0955,-0.81,1.11,0.2502,0.2707,10028.83
Swing_SR,NZDUSD,H1,57,63.16,0.92,1.86,0.436,0.5624,-3.05,1.09,0.2992,0.4671,10092.23
RSI,CADJPY,D1,2,50.0,0.51,1.02,0.4334,0.0,-0.89,1.57,1.4111,0.89,10050.85
MACD,AUDUSD,D1,8,37.5,1.07,2.16,0.4281,0.3044,-1.75,1.27,1.7206,0.806,10107.08
MACD,GBPJPY,H4,50,44.0,0.47,0.95,0.4188,0.3837,-2.0,1.06,0.407,0.3017,10047.11
Stochastic,XRPUSD,H4,76,50.0,6.06,12.45,0.4045,0.7319,-22.88,1.05,3.4009,3.1091,10605.57
Stochastic,EURGBP,D1,9,44.44,0.38,0.76,0.3452,1.2046,-1.14,1.16,0.6979,0.4792,10037.98
Swing_SR,GBPUSD,H1,46,65.22,0.48,0.96,0.3337,0.3905,-1.49,1.08,0.2108,0.3642,10047.67
Stochastic,LTCUSD,H4,69,47.83,3.95,8.03,0.3241,0.6803,-23.21,1.04,2.9765,2.5336,10394.53
Swing_SR,XRPUSD,H4,15,60.0,3.31,6.71,0.3237,0.2923,-13.36,1.11,3.8025,4.9167,10330.53
RSI,GBPJPY,H4,23,56.52,0.38,0.77,0.314,0.4243,-2.29,1.08,0.4121,0.4951,10038.12
Bollinger,GBPAUD,D1,8,50.0,0.62,1.25,0.2943,0.5811,-2.22,1.15,1.175,1.0079,10062.06
EMA_Cross,USDJPY,H4,34,38.24,0.32,0.65,0.2863,0.4955,-2.82,1.05,0.5146,0.3017,10032.42
RSI,AUDUSD,D1,3,66.67,0.65,1.31,0.2683,0.0,-1.49,1.44,1.0826,1.4863,10065.06
Swing_SR,ETHUSD,H4,17,58.82,2.35,4.75,0.2614,0.2796,-14.79,1.07,3.4637,4.4165,10235.42
Stochastic,NZDUSD,H4,62,50.0,0.76,1.53,0.2576,0.5651,-5.94,1.04,0.5977,0.5694,10075.9
Swing_SR,XRPUSD,D1,3,66.67,2.28,4.6,0.2572,0.0,-12.25,1.16,7.978,12.2541,10227.77
Stochastic,XAUUSD,H4,62,43.55,1.68,3.4,0.2558,0.2761,-13.65,1.03,2.3888,1.7465,10168.14
Parabolic_SAR,XAUUSD,D1,11,36.36,1.48,3.0,0.2452,0.1449,-10.75,1.08,4.6648,2.3313,10148.29
Bollinger,XAUUSD,H4,41,36.59,0.8,1.62,0.2449,0.3337,-11.12,1.02,3.0852,1.68,10080.37
Stochastic,EURUSD,D1,8,50.0,0.99,2.0,0.2344,0.6409,-1.89,1.28,1.1404,0.8826,10099.21
RSI,USDJPY,D1,4,25.0,0.07,0.13,0.2067,6.475,-0.66,1.04,1.5953,0.504,10006.62
RSI,EURJPY,H4,19,52.63,0.28,0.56,0.2057,0.2686,-1.64,1.07,0.4352,0.4501,10028.11
Bollinger,EURAUD,H4,33,51.52,0.34,0.69,0.1917,0.3277,-2.53,1.05,0.4514,0.4558,10034.19
Bollinger,EURAUD,D1,8,50.0,0.48,0.97,0.1647,0.3015,-3.62,1.11,1.27,1.1307,10048.45
MACD,GBPAUD,D1,11,45.45,0.31,0.62,0.1595,0.1664,-2.09,1.07,1.016,0.7878,10030.67
EMA_Cross,XRPUSD,D1,8,50.0,0.61,1.22,0.1497,0.1046,-23.02,1.02,6.9334,6.3141,10061.01
Parabolic_SAR,XRPUSD,H4,86,40.7,-1.37,-2.71,0.1369,0.1915,-26.16,0.99,3.1301,2.1029,9863.09
Stochastic,AUDJPY,D1,9,55.56,0.6,1.22,0.1222,0.1607,-3.6,1.1,1.387,1.5548,10060.37
Bollinger,NZDUSD,D1,5,60.0,1.17,2.37,0.1076,0.3235,-3.19,1.36,1.4823,1.6063,10117.21
Parabolic_SAR,XAGUSD,H4,66,42.42,-2.45,-4.86,0.1066,0.1959,-25.02,0.98,5.0099,3.5652,9754.69
Bollinger,BTCUSD,D1,12,50.0,4.73,9.67,0.1061,0.2688,-14.22,1.15,6.194,5.0742,10473.34
Stochastic,BTCUSD,H4,82,48.78,-1.01,-2.0,0.0987,0.1841,-17.56,0.99,2.4117,2.257,9899.15
Bollinger,USDJPY,H4,33,48.48,0.22,0.44,0.091,0.093,-3.42,1.03,0.4479,0.4063,10021.99
Bollinger,XRPUSD,H4,52,50.0,-0.7,-1.4,0.0832,0.1571,-15.89,0.99,3.0623,2.9746,9929.55
RSI,NZDUSD,H4,24,45.83,0.14,0.27,0.0798,0.2301,-2.75,1.02,0.7275,0.601,10013.55
MACD,EURUSD,D1,13,38.46,0.08,0.17,0.0728,0.0604,-2.73,1.02,1.0346,0.63,10008.5
RSI,AUDUSD,H4,20,45.0,0.07,0.14,0.0552,0.1109,-1.28,1.01,0.7276,0.5847,10007.22
EMA_Cross,NZDJPY,H4,39,43.59,0.07,0.14,0.0532,0.0714,-3.11,1.01,0.5928,0.4522,10007.18
MACD,XAUUSD,D1,9,44.44,0.86,1.73,0.0402,0.018,-8.77,1.06,4.1721,3.0148,10085.6
RSI,EURCHF,H4,24,54.17,0.03,0.06,0.0373,0.0973,-0.9,1.01,0.2981,0.3483,10003.04
Swing_SR,NZDUSD,D1,1,0.0,-0.05,-0.1,0.0,0.0,0.0,0.0,0.0,0.05,9995.0
Swing_SR,XAUUSD,D1,1,0.0,-1.03,-2.06,0.0,0.0,0.0,0.0,0.0,1.0315,9896.85
Swing_SR,BTCUSD,D1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
Swing_SR,GBPUSD,D1,1,0.0,-0.04,-0.07,0.0,0.0,0.0,0.0,0.0,0.036,9996.4
Swing_SR,AUDJPY,D1,1,100.0,0.6,1.21,0.0,0.0,0.0,inf,0.599,0.0,10059.9
Swing_SR,GBPJPY,D1,1,0.0,-1.44,-2.87,0.0,0.0,0.0,0.0,0.0,1.441,9855.9
Swing_SR,EURUSD,D1,1,0.0,-0.34,-0.69,0.0,0.0,0.0,0.0,0.0,0.342,9965.8
Swing_SR,EURJPY,D1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
Swing_SR,USDCAD,H4,15,60.0,-0.01,-0.03,-0.0036,-0.0018,-2.01,0.99,0.2721,0.4086,9998.58
Bollinger,EURUSD,H4,46,50.0,-0.09,-0.17,-0.032,-0.0621,-1.38,0.99,0.3765,0.3783,9991.28
Stochastic,ETHUSD,H4,77,44.16,-6.1,-11.81,-0.0335,-0.0603,-29.23,0.95,3.788,3.0178,9389.73
EMA_Cross,USDCHF,D1,8,37.5,-0.15,-0.3,-0.0398,-0.0379,-3.05,0.97,1.4481,0.8877,9985.28
MACD,AUDJPY,D1,10,50.0,-0.27,-0.55,-0.0608,-0.0328,-4.12,0.95,1.1265,1.1634,9972.67
Swing_SR,AUDUSD,H1,52,63.46,-0.28,-0.55,-0.0707,-0.1063,-5.23,0.97,0.298,0.5297,9972.36
Swing_SR,GBPAUD,H1,57,63.16,-0.15,-0.31,-0.0879,-0.1441,-1.84,0.98,0.1871,0.3271,9984.71
EMA_Cross,XAGUSD,H4,35,37.14,-7.72,-14.89,-0.0924,-0.0989,-27.98,0.89,5.093,3.2263,9228.11
MACD,LTCUSD,D1,9,44.44,-2.18,-4.3,-0.0949,-0.0529,-8.88,0.89,4.7501,4.0338,9782.14
Bollinger,ETHUSD,D1,9,44.44,-4.94,-9.61,-0.1002,-0.0962,-15.84,0.86,8.4263,7.1601,9506.49
Swing_SR,NZDJPY,H4,9,66.67,-0.25,-0.5,-0.1023,-0.0729,-1.72,0.94,0.6288,1.3271,9975.15
RSI,GBPAUD,D1,4,50.0,-0.22,-0.44,-0.1145,-0.7176,-2.41,0.91,1.1142,1.2104,9978.1
MACD,LTCUSD,H4,86,39.53,-4.29,-8.37,-0.1779,-0.2168,-27.05,0.96,2.8829,1.9127,9571.3
Swing_SR,GBPAUD,D1,2,50.0,-0.26,-0.53,-0.1866,0.0,-1.41,0.81,1.1636,1.4094,9973.77
Parabolic_SAR,CADJPY,D1,11,36.36,-0.59,-1.17,-0.1901,-0.2826,-5.16,0.9,1.3757,0.8603,9941.35
Bollinger,AUDJPY,H4,33,42.42,-0.66,-1.33,-0.1938,-0.5158,-4.99,0.94,0.7742,0.6005,9933.63
Stochastic,LTCUSD,H1,295,50.85,-8.58,-16.4,-0.1997,-0.3031,-36.46,0.96,1.3625,1.4462,9141.68
MACD,XAGUSD,H4,63,38.1,-11.38,-21.54,-0.2006,-0.2815,-27.3,0.89,4.3799,2.885,8861.54
Bollinger,GBPJPY,H4,35,54.29,-0.37,-0.74,-0.2109,-0.3667,-1.61,0.95,0.381,0.4731,9963.01
Parabolic_SAR,USDCHF,D1,13,30.77,-0.65,-1.3,-0.2145,-0.2073,-3.52,0.89,1.3519,0.6661,9935.05
Stochastic,USDCAD,D1,11,45.45,-0.43,-0.86,-0.2299,-0.4543,-1.74,0.89,0.7292,0.6746,9956.85
Stochastic,AUDUSD,H1,231,48.05,-0.89,-1.78,-0.2323,-0.362,-4.82,0.97,0.3061,0.2896,9911.0
EMA_Cross,NZDUSD,D1,8,37.5,-0.78,-1.57,-0.2451,-0.2491,-4.1,0.86,1.6864,1.1534,9921.56
RSI,CADJPY,H4,22,45.45,-0.53,-1.07,-0.2665,-0.2424,-1.99,0.9,0.4966,0.4561,9946.53
Parabolic_SAR,AUDUSD,H4,68,41.18,-1.26,-2.51,-0.2976,-0.5039,-6.01,0.94,0.7069,0.5229,9874.02
Stochastic,EURCHF,H4,50,52.0,-0.5,-1.0,-0.3067,-0.5353,-1.55,0.93,0.2676,0.3099,9949.92
Parabolic_SAR,NZDUSD,H4,68,38.24,-1.22,-2.43,-0.3181,-0.4533,-4.15,0.93,0.6716,0.4423,9878.02
MACD,USDJPY,H4,58,43.1,-0.74,-1.48,-0.3199,-0.4391,-3.69,0.93,0.4152,0.3356,9925.74
RSI,XAUUSD,H1,99,41.41,-4.13,-8.16,-0.321,-0.3356,-10.94,0.93,1.3282,0.996,9587.03
Bollinger,GBPCHF,H4,40,50.0,-0.5,-1.0,-0.3323,-0.4719,-2.0,0.93,0.3162,0.3396,9950.26
EMA_Cross,XAGUSD,D1,10,40.0,-14.31,-26.65,-0.3374,-0.1524,-35.28,0.71,11.3776,9.0336,8569.17
Parabolic_SAR,EURJPY,H4,73,45.21,-0.82,-1.64,-0.338,-0.4682,-4.0,0.93,0.358,0.3148,9917.85
MACD,EURUSD,H4,56,41.07,-0.43,-0.86,-0.3497,-0.5404,-2.64,0.96,0.4083,0.2964,9957.18
EMA_Cross,GBPUSD,H4,38,44.74,-0.8,-1.6,-0.377,-0.8625,-3.69,0.91,0.4664,0.4138,9920.17
Parabolic_SAR,NZDJPY,H4,65,44.62,-1.36,-2.72,-0.3832,-0.4789,-7.17,0.92,0.5526,0.4805,9863.69
RSI,LTCUSD,H4,29,41.38,-6.86,-13.22,-0.388,-0.5389,-22.16,0.86,3.7434,2.948,9314.43
EMA_Cross,EURUSD,H4,36,41.67,-0.57,-1.14,-0.3916,-0.4719,-1.81,0.91,0.4064,0.3164,9942.8
Swing_SR,NZDUSD,H4,15,60.0,-1.17,-2.33,-0.3964,-0.3218,-4.24,0.84,0.7067,1.2434,9883.22
Parabolic_SAR,BTCUSD,D1,15,46.67,-9.07,-17.29,-0.4253,-0.2223,-24.74,0.75,4.5084,4.8699,9092.77
RSI,GBPUSD,H1,80,48.75,-0.59,-1.18,-0.4425,-0.657,-2.48,0.94,0.2265,0.2294,9940.89
Bollinger,USDCHF,D1,7,42.86,-1.09,-2.18,-0.456,-0.9144,-2.55,0.77,1.2048,1.166,9890.55
RSI,BTCUSD,H4,29,44.83,-6.47,-12.49,-0.4637,-0.4409,-13.83,0.82,2.5347,2.4132,9353.24
Bollinger,LTCUSD,H4,64,46.88,-12.48,-23.36,-0.4729,-0.6531,-24.71,0.86,2.738,2.7155,8751.81
Parabolic_SAR,EURCHF,D1,17,47.06,-0.53,-1.07,-0.4746,-0.5433,-2.47,0.88,0.4869,0.4891,9946.77
RSI,EURAUD,D1,5,40.0,-1.04,-2.07,-0.4782,-1.4298,-3.65,0.72,1.3489,1.2326,9896.35
Bollinger,XAUUSD,D1,6,66.67,-0.51,-1.03,-0.4903,-0.317,-5.21,0.94,2.1865,4.4624,9948.62
MACD,ETHUSD,H4,88,42.05,-12.81,-23.94,-0.496,-0.6486,-28.38,0.88,3.0795,2.4249,8718.69
Stochastic,ETHUSD,D1,12,41.67,-16.13,-29.6,-0.5061,-0.3579,-31.85,0.66,8.4468,7.8915,8387.17
MACD,USDCAD,H4,64,42.19,-0.66,-1.31,-0.5172,-0.9699,-2.72,0.93,0.3036,0.2387,9934.28
Swing_SR,USDCHF,H1,50,58.0,-0.87,-1.74,-0.5279,-0.8072,-2.11,0.89,0.2525,0.3891,9912.8
Swing_SR,LTCUSD,D1,2,50.0,-5.73,-11.11,-0.529,0.0,-10.32,0.47,5.1155,10.3187,9426.9
Stochastic,USDJPY,D1,8,25.0,-1.4,-2.79,-0.5301,-0.5907,-4.33,0.7,1.6202,0.7671,9860.05
MACD,NZDUSD,H4,58,39.66,-2.2,-4.36,-0.5376,-0.7003,-3.68,0.87,0.6821,0.5086,9780.13
Swing_SR,GBPAUD,H4,8,50.0,-0.58,-1.17,-0.5597,-0.5632,-1.12,0.74,0.4133,0.5571,9941.63
MACD,GBPUSD,D1,11,45.45,-0.84,-1.68,-0.5662,-0.6354,-3.44,0.84,0.9211,0.8997,9915.71
Bollinger,AUDUSD,H4,46,45.65,-1.74,-3.47,-0.5763,-1.2784,-3.82,0.88,0.6181,0.5853,9825.78
RSI,USDCHF,H4,25,40.0,-1.21,-2.41,-0.6265,-2.2789,-3.7,0.83,0.5749,0.462,9879.21
MACD,XRPUSD,H4,79,37.97,-15.65,-28.8,-0.633,-0.7737,-40.55,0.85,3.239,2.2595,8435.34
Stochastic,EURJPY,H4,57,49.12,-1.4,-2.79,-0.6433,-1.1158,-2.34,0.88,0.3582,0.393,9859.78
Swing_SR,XRPUSD,H1,68,60.29,-10.27,-19.44,-0.6472,-0.663,-17.58,0.85,1.4423,2.5337,8973.29
MACD,GBPUSD,H4,64,37.5,-1.63,-3.24,-0.6517,-0.9467,-4.04,0.88,0.4834,0.3297,9837.36
