strategy,symbol,timeframe,n_trades,win_rate,total_return,cagr,sharpe,sortino,max_dd,profit_factor,avg_win,avg_loss,final_capital
Swing_SR,NZDJPY,H1,63,58.73,-1.39,-2.76,-0.6546,-1.1181,-3.65,0.88,0.2722,0.4394,9861.36
Parabolic_SAR,EURAUD,H4,78,39.74,-2.15,-4.27,-0.7035,-1.0121,-5.1,0.87,0.4521,0.343,9784.73
Parabolic_SAR,USDCAD,H4,73,39.73,-1.36,-2.72,-0.7041,-1.007,-2.72,0.86,0.283,0.2171,9863.67
EMA_Cross,XRPUSD,H4,43,41.86,-11.93,-22.4,-0.7073,-0.7252,-28.69,0.81,3.1212,2.6769,8806.54
Bollinger,USDCHF,H1,178,48.31,-1.9,-3.77,-0.7094,-1.0881,-3.24,0.91,0.2223,0.228,9810.09
Bollinger,USDCHF,H4,41,43.9,-1.75,-3.48,-0.7531,-3.009,-4.32,0.84,0.5061,0.4703,9825.1
MACD,NZDJPY,H4,64,35.94,-2.7,-5.34,-0.7532,-0.8262,-5.88,0.84,0.6081,0.4057,9730.41
MACD,BTCUSD,D1,13,46.15,-6.95,-13.39,-0.7666,-0.3536,-16.11,0.76,3.7397,4.0487,9304.96
Parabolic_SAR,BTCUSD,H4,94,43.62,-15.83,-29.1,-0.783,-0.933,-25.87,0.84,2.2014,1.9822,8417.08
EMA_Cross,GBPUSD,D1,6,33.33,-1.51,-3.0,-0.7834,-1.0317,-2.25,0.62,1.2182,0.98,9849.3
Parabolic_SAR,USDCHF,H4,81,39.51,-2.9,-5.73,-0.7955,-1.3306,-4.04,0.84,0.4786,0.3709,9710.21
EMA_Cross,EURAUD,H4,34,38.24,-1.63,-3.24,-0.8057,-1.2515,-2.22,0.78,0.4444,0.3518,9837.38
RSI,XAGUSD,H1,89,40.45,-16.46,-30.44,-0.8077,-1.1634,-22.34,0.85,2.9825,2.2808,8353.77
Parabolic_SAR,NZDUSD,D1,14,42.86,-3.15,-6.22,-0.8177,-1.0941,-5.52,0.7,1.2446,1.3152,9685.21
EMA_Cross,EURJPY,H4,42,35.71,-2.04,-4.06,-0.8224,-1.0911,-5.4,0.75,0.4089,0.3026,9795.61
RSI,XRPUSD,D1,3,33.33,-14.81,-27.38,-0.8324,-0.2282,-22.08,0.39,9.3297,11.6475,8519.06
Bollinger,USDJPY,D1,5,40.0,-1.6,-3.18,-0.8452,-0.3787,-2.87,0.55,0.9904,1.1857,9840.31
Bollinger,XAGUSD,D1,4,50.0,-6.14,-11.95,-0.858,-0.4434,-13.51,0.72,9.1269,11.186,9385.5
Parabolic_SAR,GBPAUD,H4,66,37.88,-2.31,-4.58,-0.8616,-1.316,-4.06,0.83,0.4418,0.325,9769.32
MACD,XAGUSD,H1,226,38.05,-20.83,-37.59,-0.8651,-1.319,-26.21,0.88,2.0998,1.4249,7916.73
Stochastic,GBPAUD,D1,12,41.67,-2.21,-4.38,-0.8653,-2.9798,-4.25,0.69,1.0347,1.0475,9779.47
Swing_SR,AUDUSD,H4,22,54.55,-2.69,-5.33,-0.8729,-0.5213,-5.34,0.75,0.7073,1.111,9730.74
Parabolic_SAR,XAUUSD,H1,234,40.6,-9.52,-18.28,-0.9188,-1.3015,-20.34,0.9,0.9513,0.7143,9048.26
EMA_Cross,XAUUSD,H1,131,39.69,-6.59,-12.85,-0.9299,-1.0988,-14.28,0.88,0.9655,0.7144,9341.12
MACD,USDJPY,D1,13,30.77,-2.65,-5.24,-0.9437,-1.0627,-5.26,0.65,1.2455,0.8434,9735.48
MACD,GBPCHF,D1,11,27.27,-1.87,-3.72,-0.9652,-1.0236,-3.06,0.62,1.0696,0.6328,9812.91
MACD,EURJPY,H4,52,40.38,-2.23,-4.43,-0.9719,-1.1216,-5.04,0.77,0.368,0.321,9776.8
RSI,AUDUSD,H1,83,43.37,-2.11,-4.19,-0.9782,-1.4346,-4.04,0.85,0.352,0.314,9788.74
EMA_Cross,AUDJPY,H4,38,36.84,-2.58,-5.12,-0.989,-1.1638,-3.45,0.77,0.6107,0.4629,9741.67
Stochastic,EURAUD,H4,58,46.55,-2.55,-5.05,-0.9971,-2.6622,-5.23,0.82,0.4192,0.4465,9744.88
Bollinger,BTCUSD,H4,65,44.62,-18.25,-33.11,-1.007,-1.1233,-24.68,0.76,2.2418,2.3063,8175.16
RSI,EURUSD,H4,20,35.0,-1.39,-2.77,-1.027,-1.9598,-1.84,0.7,0.4772,0.3634,9860.9
Bollinger,ETHUSD,H4,63,39.68,-25.89,-45.01,-1.0271,-1.5291,-31.23,0.74,3.3618,2.8888,7410.97
RSI,GBPCHF,H4,21,42.86,-1.36,-2.72,-1.0279,-1.3227,-2.59,0.72,0.3928,0.4076,9863.6
RSI,ETHUSD,H1,118,44.92,-20.95,-37.45,-1.0902,-1.2266,-31.85,0.79,1.8862,1.8603,7904.88
RSI,BTCUSD,D1,6,50.0,-9.56,-18.17,-1.0963,-0.5623,-16.91,0.56,4.5355,7.4722,9044.01
Stochastic,XRPUSD,D1,10,40.0,-12.87,-24.04,-1.1005,-0.6461,-26.76,0.61,6.5846,6.2841,8713.12
RSI,LTCUSD,D1,4,25.0,-17.7,-32.21,-1.1014,-0.3786,-19.76,0.33,9.0695,8.8988,8230.15
Bollinger,EURGBP,H4,41,48.78,-1.29,-2.57,-1.1112,-1.3143,-1.38,0.74,0.1875,0.2399,9871.03
Bollinger,EURCHF,D1,7,42.86,-1.22,-2.44,-1.1219,-0.4824,-2.49,0.53,0.4727,0.6579,9877.75
Bollinger,NZDJPY,H4,34,41.18,-2.72,-5.38,-1.1308,-1.2743,-3.17,0.73,0.5275,0.5041,9728.13
Parabolic_SAR,AUDJPY,H4,71,40.85,-3.83,-7.53,-1.1316,-1.9349,-8.04,0.82,0.5762,0.488,9617.4
RSI,AUDJPY,H4,18,38.89,-2.13,-4.23,-1.1557,-2.923,-3.25,0.67,0.6304,0.5939,9786.79
RSI,ETHUSD,H4,29,37.93,-19.76,-35.55,-1.1557,-1.1911,-23.93,0.64,3.634,3.3315,8024.21
RSI,NZDJPY,D1,5,20.0,-2.51,-4.98,-1.1579,-1.0474,-4.38,0.43,1.9506,1.1126,9748.76
EMA_Cross,LTCUSD,D1,8,25.0,-14.83,-27.41,-1.1694,-0.7648,-24.74,0.4,6.3847,4.6151,8516.95
Stochastic,BTCUSD,D1,15,33.33,-18.82,-34.04,-1.1822,-1.0615,-28.46,0.59,6.8402,5.2281,8118.09
EMA_Cross,LTCUSD,H4,56,37.5,-19.25,-34.73,-1.2027,-1.2119,-29.14,0.72,2.6549,2.1541,8075.46
EMA_Cross,GBPAUD,H4,34,38.24,-2.18,-4.33,-1.2079,-1.6587,-3.28,0.72,0.4421,0.3774,9781.59
Parabolic_SAR,GBPCHF,D1,16,37.5,-2.78,-5.49,-1.2363,-1.6611,-3.74,0.61,0.7286,0.7137,9722.44
Swing_SR,EURUSD,H1,57,56.14,-1.83,-3.64,-1.2367,-1.3543,-2.31,0.76,0.1874,0.313,9816.92
Bollinger,LTCUSD,D1,8,50.0,-17.58,-32.01,-1.2579,-0.6018,-17.7,0.35,2.7778,7.2476,8242.06
Stochastic,EURAUD,D1,11,36.36,-3.51,-6.91,-1.272,-2.5515,-5.91,0.54,1.1018,1.1284,9649.43
Parabolic_SAR,USDJPY,D1,15,33.33,-3.79,-7.46,-1.2954,-1.4259,-5.88,0.57,1.0148,0.8862,9621.15
RSI,LTCUSD,H1,97,42.27,-20.08,-36.06,-1.2978,-1.4603,-25.31,0.74,1.6126,1.5539,7992.48
Parabolic_SAR,LTCUSD,H4,88,39.77,-25.93,-45.06,-1.3097,-1.5664,-27.79,0.75,2.7147,2.2962,7407.34
Swing_SR,EURAUD,H1,49,63.27,-1.75,-3.47,-1.316,-1.6975,-2.65,0.75,0.1702,0.3899,9825.37
MACD,USDCHF,H1,246,40.65,-4.16,-8.18,-1.3192,-1.7429,-5.51,0.85,0.2341,0.1891,9583.53
Bollinger,XAGUSD,H4,40,32.5,-29.72,-50.72,-1.3217,-1.9933,-34.81,0.66,5.0544,3.573,7028.5
Swing_SR,EURGBP,H4,15,53.33,-1.42,-2.82,-1.3325,-0.7388,-1.89,0.55,0.2203,0.454,9858.36
Bollinger,EURUSD,D1,6,33.33,-1.86,-3.7,-1.3326,-1.9718,-2.75,0.5,0.9576,0.9406,9814.05
Stochastic,GBPCHF,H4,53,45.28,-2.45,-4.85,-1.3343,-1.8307,-3.54,0.76,0.3293,0.3568,9755.12
Bollinger,EURJPY,H4,49,46.94,-2.59,-5.13,-1.3376,-2.5357,-4.01,0.73,0.3138,0.3772,9740.75
MACD,GBPCHF,H4,66,39.39,-2.98,-5.89,-1.3382,-1.7867,-5.16,0.73,0.3191,0.2822,9701.87
EMA_Cross,BTCUSD,H4,50,40.0,-19.22,-34.69,-1.3564,-1.0728,-28.78,0.62,1.969,1.9868,8077.83
Swing_SR,BTCUSD,H4,22,45.45,-18.73,-33.89,-1.37,-1.2306,-29.62,0.56,2.6508,3.8189,8127.39
RSI,EURCHF,D1,5,20.0,-1.76,-3.51,-1.3818,-2.5484,-2.8,0.37,1.0654,0.7072,9823.65
Swing_SR,USDCHF,D1,1,0.0,-2.24,-4.45,-1.3923,0.0,-2.24,0.0,0.0,2.2428,9775.72
Swing_SR,USDCAD,D1,1,0.0,-0.77,-1.54,-1.3923,0.0,-0.77,0.0,0.0,0.7712,9922.88
Swing_SR,USDJPY,D1,1,0.0,-1.16,-2.31,-1.3923,0.0,-1.16,0.0,0.0,1.1582,9884.18
Swing_SR,GBPCHF,D1,1,0.0,-1.16,-2.32,-1.3923,0.0,-1.16,0.0,0.0,1.1634,9883.66
EMA_Cross,GBPCHF,H4,35,37.14,-2.28,-4.53,-1.4023,-1.8207,-3.14,0.68,0.3722,0.3239,9771.82
RSI,USDJPY,H4,31,38.71,-2.79,-5.52,-1.4278,-1.9907,-3.06,0.65,0.4382,0.4238,9721.07
Bollinger,EURCHF,H4,44,47.73,-1.93,-3.85,-1.4344,-2.3331,-2.12,0.7,0.2199,0.2849,9806.51
Parabolic_SAR,EURUSD,D1,12,33.33,-3.34,-6.58,-1.4471,-2.1231,-5.06,0.5,0.8275,0.8316,9666.28
RSI,EURAUD,H4,23,39.13,-2.42,-4.8,-1.4514,-2.4729,-3.09,0.63,0.4647,0.4719,9757.89
RSI,XRPUSD,H1,115,39.13,-26.54,-45.96,-1.4532,-1.8344,-27.39,0.74,1.9189,1.6417,7346.43
Stochastic,GBPJPY,H4,65,49.23,-3.88,-7.63,-1.4536,-2.4252,-6.25,0.75,0.3752,0.4817,9611.98
Parabolic_SAR,GBPUSD,D1,12,25.0,-3.66,-7.22,-1.4963,-0.8877,-5.85,0.45,1.0453,0.7568,9633.52
RSI,EURUSD,H1,81,43.21,-2.08,-4.13,-1.5401,-2.1032,-2.26,0.78,0.2113,0.206,9792.0
EMA_Cross,ETHUSD,H1,172,43.02,-26.24,-45.53,-1.5409,-1.6441,-34.21,0.78,1.4142,1.3577,7375.96
Bollinger,XAGUSD,H1,165,42.42,-32.8,-55.16,-1.552,-2.5381,-40.71,0.77,2.1728,1.9632,6719.85
MACD,CADJPY,H4,62,38.71,-3.92,-7.71,-1.5555,-2.3712,-6.44,0.71,0.3935,0.3525,9607.97
Bollinger,XAUUSD,H1,152,40.13,-17.94,-32.9,-1.5926,-2.1421,-20.58,0.77,1.1762,0.9896,8206.02
Bollinger,AUDUSD,H1,178,45.51,-4.96,-9.7,-1.6268,-2.7545,-6.74,0.82,0.2949,0.2976,9504.31
Swing_SR,USDCHF,H4,8,37.5,-2.27,-4.51,-1.6391,-1.3747,-2.49,0.39,0.4953,0.7527,9772.92
EMA_Cross,CADJPY,D1,9,33.33,-2.97,-5.87,-1.6524,-2.4416,-5.25,0.53,1.1926,1.0892,9702.86
Swing_SR,USDJPY,H1,49,51.02,-2.3,-4.57,-1.6524,-1.3717,-2.72,0.69,0.2115,0.3165,9769.84
EMA_Cross,NZDUSD,H4,42,35.71,-5.03,-9.83,-1.66,-3.3285,-6.01,0.67,0.6902,0.5713,9497.42
Swing_SR,GBPCHF,H1,73,57.53,-2.57,-5.1,-1.6953,-2.2943,-3.02,0.72,0.1578,0.2971,9742.62
Parabolic_SAR,ETHUSD,H4,86,38.37,-38.32,-61.89,-1.6964,-1.9437,-44.59,0.66,3.1385,2.7831,6167.61
RSI,AUDJPY,D1,6,16.67,-4.86,-9.52,-1.7225,-2.2004,-6.98,0.3,2.2751,1.4361,9513.79
Parabolic_SAR,XAGUSD,H1,236,42.8,-41.9,-66.57,-1.7231,-1.7227,-56.95,0.77,1.9913,1.8456,5809.83
EMA_Cross,EURGBP,H4,32,37.5,-1.94,-3.85,-1.7344,-2.2088,-2.2,0.6,0.241,0.2418,9806.45
Stochastic,USDJPY,H4,61,40.98,-4.56,-8.94,-1.7432,-2.6526,-6.4,0.68,0.4005,0.4061,9544.12
EMA_Cross,NZDJPY,D1,14,21.43,-5.48,-10.69,-1.7905,-1.667,-7.26,0.45,1.5473,0.9258,9452.04
Stochastic,AUDJPY,H4,59,37.29,-6.09,-11.85,-1.7936,-3.1843,-9.57,0.7,0.6596,0.5589,9390.72
RSI,XAGUSD,H4,28,35.71,-29.79,-50.82,-1.7981,-1.4998,-33.43,0.52,4.7076,4.3805,7021.13
EMA_Cross,NZDUSD,H1,133,40.6,-5.14,-10.04,-1.8137,-2.0127,-5.78,0.76,0.3138,0.2805,9486.21
RSI,USDCHF,H1,71,39.44,-2.87,-5.69,-1.8206,-2.2992,-3.06,0.73,0.2792,0.2491,9712.53
Parabolic_SAR,CADJPY,H4,63,38.1,-4.31,-8.45,-1.8227,-2.5062,-5.67,0.68,0.3875,0.3501,9569.44
Bollinger,NZDUSD,H4,32,31.25,-5.36,-10.46,-1.8241,-2.7559,-5.39,0.58,0.7472,0.5864,9464.27
Swing_SR,LTCUSD,H4,18,38.89,-25.44,-44.34,-1.8359,-1.417,-28.59,0.42,3.0057,4.4336,7456.27
MACD,EURAUD,H4,63,34.92,-3.87,-7.62,-1.8393,-3.2138,-5.76,0.7,0.4228,0.322,9612.92
EMA_Cross,XAGUSD,H1,137,35.04,-36.49,-59.99,-1.8808,-1.9917,-42.96,0.72,2.3922,1.7597,6351.03
Swing_SR,EURCHF,H4,20,50.0,-2.8,-5.54,-1.883,-1.8387,-3.09,0.49,0.2782,0.5598,9720.21
Parabolic_SAR,AUDUSD,D1,14,28.57,-6.62,-12.83,-1.8935,-1.8583,-8.53,0.43,1.3361,1.2059,9338.45
RSI,EURAUD,H1,74,45.95,-3.1,-6.12,-1.9023,-2.412,-3.24,0.69,0.2107,0.2572,9689.98
EMA_Cross,ETHUSD,H4,50,34.0,-32.37,-54.19,-1.9063,-2.6571,-37.03,0.57,3.0513,2.6874,6762.94
Stochastic,GBPAUD,H4,58,43.1,-4.67,-9.15,-1.955,-2.9959,-5.59,0.68,0.4057,0.4505,9532.93
Swing_SR,XAUUSD,H1,46,56.52,-13.13,-24.72,-1.9678,-1.3958,-16.92,0.58,0.7821,1.6955,8687.28
Parabolic_SAR,ETHUSD,D1,14,21.43,-38.71,-62.37,-1.9705,-1.1012,-38.55,0.3,7.296,6.0981,6128.57
MACD,CADJPY,D1,15,20.0,-5.15,-10.06,-1.9894,-1.5708,-5.23,0.4,1.2039,0.7359,9485.27
EMA_Cross,AUDUSD,H1,139,40.29,-4.85,-9.5,-2.0104,-2.1835,-8.05,0.78,0.3095,0.2679,9514.94
MACD,USDCHF,H4,60,35.0,-4.65,-9.12,-2.0216,-4.1113,-5.79,0.67,0.4673,0.3724,9534.61
Parabolic_SAR,GBPJPY,H4,67,40.3,-5.02,-9.83,-2.0314,-3.0942,-6.59,0.66,0.3718,0.3784,9497.67
MACD,XRPUSD,H1,306,39.87,-44.1,-68.68,-2.0796,-2.8659,-44.81,0.76,1.5221,1.3037,5589.71
RSI,NZDUSD,H1,80,41.25,-4.24,-8.33,-2.0812,-3.1857,-4.61,0.72,0.3315,0.324,9575.72
Stochastic,CADJPY,H4,55,41.82,-5.18,-10.13,-2.0966,-3.1721,-6.93,0.62,0.3874,0.4432,9481.61
RSI,AUDJPY,H1,84,41.67,-4.66,-9.12,-2.1438,-2.4035,-4.73,0.69,0.3051,0.3143,9534.5
Bollinger,CADJPY,H4,36,38.89,-4.01,-7.88,-2.1441,-3.2972,-6.14,0.54,0.3496,0.4068,9599.44
Parabolic_SAR,LTCUSD,D1,16,31.25,-36.85,-60.05,-2.157,-1.844,-44.32,0.38,5.265,6.2606,6314.55
RSI,NZDJPY,H1,71,40.85,-4.44,-8.72,-2.1806,-2.2208,-4.71,0.65,0.2908,0.3082,9555.51
EMA_Cross,USDJPY,H1,120,39.17,-4.11,-8.09,-2.2031,-2.2608,-4.11,0.7,0.2125,0.194,9588.58
MACD,AUDUSD,H1,233,39.91,-5.77,-11.24,-2.2237,-3.2209,-6.37,0.82,0.2959,0.2383,9423.39
Swing_SR,XAGUSD,H4,12,25.0,-25.81,-45.07,-2.2831,-1.7466,-30.7,0.32,4.716,4.7159,7419.34
Stochastic,XAGUSD,H1,217,43.32,-51.0,-76.3,-2.2872,-3.0295,-55.49,0.7,2.1736,2.185,4899.96
RSI,USDCAD,H4,27,29.63,-2.69,-5.33,-2.3343,-7.2956,-2.98,0.5,0.3454,0.2885,9730.54
Stochastic,EURGBP,H4,47,42.55,-3.09,-6.1,-2.3486,-7.4058,-3.21,0.58,0.2195,0.2781,9691.41
Bollinger,EURUSD,H1,182,43.96,-4.62,-9.05,-2.3743,-3.6315,-5.95,0.75,0.1783,0.1858,9538.13
Swing_SR,AUDJPY,H1,62,48.39,-6.13,-11.93,-2.4022,-2.5598,-6.36,0.58,0.289,0.467,9386.55
EMA_Cross,XRPUSD,H1,185,38.38,-38.94,-62.64,-2.424,-2.6332,-42.38,0.66,1.4343,1.307,6105.75
Bollinger,LTCUSD,H1,228,45.18,-46.41,-71.2,-2.5309,-3.0118,-48.81,0.66,1.24,1.4982,5359.26
Parabolic_SAR,GBPUSD,H4,72,31.94,-7.01,-13.58,-2.5563,-3.579,-7.38,0.59,0.4513,0.359,9298.53
Bollinger,GBPAUD,H4,42,42.86,-5.16,-10.09,-2.6243,-3.8175,-5.71,0.49,0.2776,0.4276,9483.65
Stochastic,EURAUD,H1,225,50.67,-6.62,-12.84,-2.6731,-3.7086,-6.62,0.75,0.1813,0.2473,9338.05
Parabolic_SAR,EURCHF,H4,73,38.36,-4.55,-8.92,-2.6752,-3.9352,-5.07,0.6,0.2499,0.2584,9544.98
RSI,GBPAUD,H1,77,41.56,-4.52,-8.86,-2.688,-2.7621,-4.75,0.6,0.2194,0.2582,9548.47
Swing_SR,ETHUSD,H1,72,48.61,-43.11,-67.56,-2.6928,-2.0479,-45.53,0.49,1.4744,2.8521,5689.2
RSI,USDJPY,H1,70,35.71,-4.24,-8.32,-2.6973,-3.5253,-4.31,0.59,0.2457,0.2322,9576.23
Bollinger,NZDUSD,H1,178,43.82,-8.31,-15.99,-2.706,-5.3048,-8.71,0.71,0.2718,0.2978,9168.56
Parabolic_SAR,ETHUSD,H1,310,40.97,-51.37,-76.28,-2.7361,-3.5969,-54.45,0.72,1.5334,1.4345,4862.99
RSI,GBPAUD,H4,27,25.93,-4.67,-9.15,-2.7407,-3.2556,-4.65,0.43,0.5259,0.4216,9533.17
Stochastic,EURCHF,D1,10,30.0,-4.02,-7.9,-2.7512,-7.5935,-4.22,0.24,0.4397,0.7706,9598.34
EMA_Cross,AUDUSD,H4,43,25.58,-8.1,-15.59,-2.759,-4.6404,-8.57,0.48,0.7324,0.5132,9190.05
Bollinger,EURAUD,H1,167,45.51,-6.4,-12.43,-2.7653,-4.6751,-6.45,0.68,0.1861,0.2276,9360.25
Swing_SR,LTCUSD,H1,86,48.84,-36.83,-60.03,-2.785,-3.5216,-37.2,0.52,1.2174,2.1686,6316.6
Swing_SR,BTCUSD,H1,68,48.53,-30.43,-51.53,-2.8534,-2.7686,-30.66,0.5,1.0436,1.9906,6956.71
RSI,CADJPY,H1,70,44.29,-4.19,-8.23,-2.8671,-2.84,-4.48,0.59,0.2028,0.2703,9581.27
Swing_SR,CADJPY,H1,60,55.0,-4.07,-7.99,-2.8873,-3.7028,-4.16,0.54,0.1494,0.3355,9593.47
MACD,GBPAUD,H4,62,32.26,-6.41,-12.44,-2.9084,-4.0514,-6.74,0.56,0.4332,0.3627,9359.41
EMA_Cross,EURGBP,D1,11,18.18,-4.08,-8.02,-2.9274,-4.7199,-4.66,0.22,0.6008,0.5943,9591.85
Parabolic_SAR,AUDUSD,H1,277,38.63,-9.32,-17.82,-2.9274,-3.7729,-10.58,0.76,0.3001,0.2457,9068.19
Bollinger,GBPUSD,H1,175,46.29,-6.26,-12.16,-2.9355,-4.6978,-7.06,0.7,0.1851,0.2278,9374.12
RSI,EURJPY,H1,74,43.24,-4.1,-8.06,-2.9388,-3.0486,-4.72,0.58,0.18,0.2364,9589.94
EMA_Cross,AUDJPY,H1,146,39.73,-8.14,-15.66,-2.9567,-3.0559,-10.0,0.66,0.2827,0.282,9186.16
MACD,EURCHF,H4,62,38.71,-4.88,-9.56,-2.9573,-4.8524,-7.02,0.53,0.2428,0.2845,9511.5
EMA_Cross,GBPJPY,H4,45,33.33,-6.59,-12.79,-3.0046,-4.3358,-7.43,0.47,0.4163,0.4339,9340.99
MACD,EURGBP,H4,56,33.93,-3.81,-7.5,-3.0197,-4.1607,-4.56,0.52,0.2244,0.2198,9619.19
Stochastic,GBPCHF,D1,11,18.18,-6.26,-12.17,-3.0403,-6.0145,-6.2,0.17,0.6896,0.8665,9374.11
Stochastic,LTCUSD,D1,9,11.11,-33.96,-56.31,-3.0797,-1.4556,-38.84,0.13,7.9922,5.9247,6604.46
Swing_SR,GBPCHF,H4,18,38.89,-5.17,-10.1,-3.1238,-2.7211,-5.17,0.29,0.3037,0.6728,9483.27
Stochastic,ETHUSD,H1,261,42.15,-60.69,-84.49,-3.1386,-3.9287,-61.54,0.62,1.5131,1.6916,3931.15
EMA_Cross,BTCUSD,H1,196,37.24,-39.83,-63.72,-3.1652,-3.2639,-41.33,0.6,1.1151,1.0636,6016.92
Stochastic,EURUSD,H1,238,45.38,-6.76,-13.1,-3.1849,-4.544,-6.76,0.73,0.1749,0.1987,9324.46
Parabolic_SAR,XRPUSD,H1,331,40.18,-54.82,-79.52,-3.1852,-4.1887,-55.39,0.71,1.4667,1.364,4518.22
MACD,EURUSD,H1,229,39.74,-6.42,-12.47,-3.1978,-4.052,-7.43,0.7,0.1689,0.1592,9357.98
Stochastic,XRPUSD,H1,306,42.81,-61.67,-85.25,-3.1997,-3.8551,-62.28,0.65,1.4818,1.6305,3832.61
Swing_SR,AUDJPY,H4,11,18.18,-7.84,-15.11,-3.228,-1.8219,-8.23,0.1,0.4504,1.0004,9215.9
RSI,EURCHF,H1,50,42.0,-2.67,-5.29,-3.2536,-3.01,-2.73,0.51,0.1335,0.1898,9732.79
Bollinger,NZDJPY,H1,151,46.36,-7.79,-15.02,-3.2604,-5.5531,-8.08,0.65,0.2125,0.2831,9220.84
MACD,GBPJPY,D1,15,13.33,-7.25,-14.02,-3.2628,-2.6897,-7.1,0.2,0.932,0.7185,9274.96
Bollinger,USDJPY,H1,163,43.56,-5.97,-11.62,-3.284,-5.0576,-6.77,0.66,0.1659,0.1945,9403.29
RSI,GBPCHF,H1,59,38.98,-3.82,-7.53,-3.2896,-4.6994,-4.32,0.54,0.2008,0.2362,9617.62
Stochastic,XAUUSD,H1,217,40.55,-31.13,-52.88,-3.2915,-4.044,-35.27,0.68,0.959,0.9327,6887.44
Swing_SR,EURAUD,H4,9,11.11,-5.09,-9.95,-3.3174,-3.3343,-5.33,0.08,0.418,0.702,9491.23
Stochastic,USDCAD,H4,67,35.82,-5.67,-11.05,-3.3312,-9.1792,-6.49,0.54,0.2871,0.2953,9433.0
EMA_Cross,GBPJPY,D1,11,9.09,-7.47,-14.43,-3.3415,-3.7066,-7.32,0.13,1.1581,0.8871,9252.88
MACD,NZDJPY,D1,14,14.29,-10.9,-20.68,-3.4357,-3.9968,-12.43,0.19,1.3914,1.1848,8909.5
MACD,GBPUSD,H1,234,38.89,-8.29,-15.93,-3.4931,-4.3159,-8.6,0.68,0.2001,0.1875,9171.47
MACD,EURJPY,D1,17,11.76,-7.94,-15.29,-3.5026,-3.5385,-7.72,0.2,1.0456,0.6873,9206.2
Stochastic,GBPAUD,H1,222,47.3,-8.33,-16.02,-3.5133,-5.0092,-9.25,0.7,0.187,0.2417,9166.93
Parabolic_SAR,EURUSD,H1,264,39.77,-8.48,-16.3,-3.5235,-4.7672,-9.25,0.66,0.169,0.1671,9151.76
EMA_Cross,GBPJPY,H1,114,44.74,-6.87,-13.31,-3.5439,-4.1664,-7.52,0.54,0.1666,0.2474,9312.96
Stochastic,NZDJPY,H1,231,44.59,-11.09,-21.02,-3.5895,-4.994,-11.85,0.69,0.2539,0.2954,8890.83
Swing_SR,EURGBP,H1,58,51.72,-3.34,-6.58,-3.5997,-4.1755,-3.52,0.41,0.0801,0.2067,9666.44
Bollinger,XRPUSD,H1,229,42.79,-59.47,-83.52,-3.6162,-4.8888,-59.51,0.58,1.3169,1.6472,4052.57
EMA_Cross,USDCAD,H1,129,38.76,-4.66,-9.14,-3.6376,-3.7776,-4.84,0.58,0.1337,0.1449,9533.73
Bollinger,USDCAD,H4,43,34.88,-4.87,-9.54,-3.6502,-8.161,-5.24,0.4,0.226,0.2988,9512.84
Parabolic_SAR,USDCHF,H1,288,36.46,-8.74,-16.77,-3.6566,-5.5606,-10.23,0.72,0.2254,0.1789,9126.08
Bollinger,AUDJPY,H1,156,40.38,-10.56,-20.07,-3.6625,-5.8314,-10.94,0.59,0.2564,0.2929,8943.85
Stochastic,GBPUSD,H1,216,44.91,-8.09,-15.57,-3.6634,-4.7044,-8.27,0.7,0.2048,0.2373,9191.14
RSI,BTCUSD,H1,120,35.83,-39.98,-63.9,-3.6726,-4.5094,-40.04,0.52,1.2462,1.3429,6002.21
EMA_Cross,CADJPY,H1,144,40.28,-7.15,-13.83,-3.719,-3.8582,-7.7,0.58,0.1727,0.2024,9285.05
Bollinger,USDCAD,D1,7,0.0,-4.63,-9.07,-3.7392,-6.0918,-4.63,0.0,0.0,0.6748,9537.05
EMA_Cross,EURUSD,H1,143,37.06,-6.0,-11.69,-3.796,-4.9016,-6.56,0.6,0.1784,0.1736,9399.6
Bollinger,GBPAUD,H1,170,46.47,-7.72,-14.88,-3.8068,-5.1905,-8.14,0.61,0.1567,0.2238,9228.33
Stochastic,AUDJPY,H1,239,43.1,-12.59,-23.67,-3.8108,-5.563,-13.85,0.67,0.2769,0.3078,8740.78
RSI,GBPJPY,H1,78,39.74,-7.0,-13.56,-3.8509,-3.6892,-7.17,0.44,0.1845,0.2757,9299.51
EMA_Cross,EURAUD,H1,149,39.6,-8.64,-16.59,-3.9348,-4.1621,-9.21,0.55,0.1874,0.2229,9135.93
Stochastic,BTCUSD,H1,291,42.96,-57.86,-82.18,-3.9511,-4.9972,-57.81,0.62,1.0469,1.2933,4214.45
EMA_Cross,EURJPY,D1,15,13.33,-8.67,-16.64,-3.9512,-3.465,-8.85,0.13,0.7083,0.8021,9133.25
Parabolic_SAR,USDJPY,H1,261,35.25,-9.95,-18.97,-3.9581,-5.6808,-10.32,0.64,0.1973,0.1691,9004.75
Parabolic_SAR,GBPJPY,D1,14,7.14,-9.61,-18.35,-4.0066,-4.0994,-9.46,0.1,1.1581,0.8613,9039.24
Parabolic_SAR,EURGBP,H4,73,31.51,-6.29,-12.23,-4.0436,-5.1085,-7.33,0.45,0.2324,0.2365,9370.65
MACD,NZDUSD,H1,234,36.32,-12.74,-23.93,-4.1226,-5.4979,-13.02,0.65,0.2955,0.2594,8725.73
